filename	acq_time	operator	randstr
func/sub-02_task-dimension_dir-AP_run-01_bold.nii.gz	2019-07-18T11:25:09.487500	n/a	a40ed2aa
func/sub-02_task-dimension_dir-AP_run-02_bold.nii.gz	2019-07-18T11:40:36.390000	n/a	9c50a11c
anat/sub-02_T1w.nii.gz	2019-07-18T11:56:09.612500	n/a	900161dc
func/sub-02_task-response_dir-AP_run-01_bold.nii.gz	2019-07-19T10:16:18.312500	n/a	4796d310
func/sub-02_task-response_dir-AP_run-02_bold.nii.gz	2019-07-19T10:28:47.732500	n/a	78e60500
func/sub-02_task-feature_dir-AP_run-01_bold.nii.gz	2019-07-19T10:41:41.277500	n/a	1ffcd760
func/sub-02_task-feature_dir-AP_run-02_bold.nii.gz	2019-07-19T10:50:15.770000	n/a	664131a0
func/sub-02_task-feature_dir-AP_run-03_bold.nii.gz	2019-07-19T10:58:57.805000	n/a	6e5a2aed
func/sub-02_task-feature_dir-AP_run-04_bold.nii.gz	2019-07-19T11:08:27.370000	n/a	16349d0b
